mshortName,murl,cbestBuyYesCost,cbestSellYesCost,cbestBuyNoCost,cbestSellNoCost,contracts_ct,revenue,pi_cut,pi_cut_min,pi_cut_less_min,profit_net,dttm
Biden's RCP approval on Jan. 21?,https://www.predictit.org/markets/detail/7701/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Jan-21,1.33,1.11,7.89,7.67,9,8,0.111,0.004,0.107,0.0030000000000003,2022-01-15 11:08:16.377917
Biden's 538 approval for Jan. 19?,https://www.predictit.org/markets/detail/7698/What-will-Joe-Biden's-538-job-approval-rating-be-for-Jan-19,1.66,1.11,7.89,7.34,9,8,0.111,0.004,0.107,0.0030000000000003,2022-01-13 16:27:39.451669
Votes for Powell as Fed chair by 3/31?,https://www.predictit.org/markets/detail/7678/How-many-votes-to-confirm-Jerome-Powell-as-Federal-Reserve-chair-by-March-31,2.09,1.46,8.54,7.91,10,9,0.146,0.004,0.142,0.3180000000000008,2022-01-07 04:01:47.785717
TX-35 Democratic nominee?,https://www.predictit.org/markets/detail/7676/Who-will-win-the-Democratic-nomination-in-the-TX-35-House-election,2.75,1.65,2.35,1.25,4,3,0.165,0.001,0.164,0.4859999999999999,2022-01-04 17:01:12.259880
Generic ballot 538 leader on Jan. 4?,https://www.predictit.org/markets/detail/7666/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Jan-4,1.31,1.1,1.9,1.69,3,2,0.1099999999999999,0.0209999999999999,0.089,0.0109999999999998,2022-01-04 14:05:31.266258
Biden's RCP approval on Jan. 7?,https://www.predictit.org/markets/detail/7672/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-January-7,1.34,1.12,7.88,7.66,9,8,0.112,0.002,0.11,0.01,2022-01-01 14:39:07.107837
Biden's 538 approval for Jan. 5?,https://www.predictit.org/markets/detail/7671/What-will-Joe-Biden's-538-job-approval-rating-be-for-January-5,1.2,1.11,7.89,7.8,9,8,0.111,0.002,0.109,0.0010000000000003,2021-12-30 20:18:36.653893
Biden's RCP approval on Dec. 31?,https://www.predictit.org/markets/detail/7658/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Dec-31,1.28,1.11,7.89,7.72,9,8,0.111,0.001,0.11,3.191891195797325e-16,2021-12-27 16:20:49.668079
Generic ballot 538 leader on Dec. 28?,https://www.predictit.org/markets/detail/7655/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Dec-28,2.11,1.22,5.78,4.89,7,6,0.122,0.001,0.121,0.0989999999999997,2021-12-24 02:10:32.375810
Biden's 538 approval for Dec. 29?,https://www.predictit.org/markets/detail/7656/What-will-Joe-Biden's-538-job-approval-rating-be-for-Dec-29,1.9,1.21,7.79,7.1,9,8,0.121,0.002,0.119,0.0909999999999999,2021-12-23 17:39:56.871532
Biden's RCP approval on Dec. 24?,https://www.predictit.org/markets/detail/7651/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Dec-24,1.17,1.11,3.89,3.83,5,4,0.111,0.001,0.11,3.05311331771918e-16,2021-12-23 16:34:49.612456
Biden's 538 approval for Dec. 22?,https://www.predictit.org/markets/detail/7648/What-will-Joe-Biden's-538-job-approval-rating-be-for-Dec-22,1.23,1.12,7.88,7.77,9,8,0.112,0.004,0.108,0.012,2021-12-17 00:19:38.497169
Spending in reconciliation bill by 7/1?,https://www.predictit.org/markets/detail/7646/How-much-spending-in-the-reconciliation-package-by-July-1,2.07,1.13,8.87,7.93,10,9,0.113,0.002,0.111,0.0190000000000007,2021-12-16 21:47:58.023606
Votes for Burns as China amb. by 1/31?,https://www.predictit.org/markets/detail/7647/How-many-votes-to-confirm-Nicholas-Burns-as-US-ambassador-to-China-by-Jan-31,1.65,1.13,8.87,8.35,10,9,0.113,0.002,0.111,0.0190000000000007,2021-12-16 21:31:53.570365
Generic ballot 538 leader on Dec. 21?,https://www.predictit.org/markets/detail/7644/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Dec-21,3.52,1.14,8.86,6.48,10,9,0.114,0.002,0.112,0.0280000000000005,2021-12-16 02:27:05.475923
Chilean presidential runoff margin?,https://www.predictit.org/markets/detail/7621/What-will-be-the-margin-in-the-Chilean-presidential-runoff-election,1.31,1.16,10.84,10.69,12,11,0.116,0.001,0.115,0.0450000000000001,2021-12-14 20:55:12.758331
Biden's RCP approval on Dec. 17?,https://www.predictit.org/markets/detail/7638/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Dec-17,1.36,1.11,7.89,7.64,9,8,0.111,0.003,0.108,0.0020000000000003,2021-12-10 18:32:48.859455
Biden's 538 approval for Dec. 15?,https://www.predictit.org/markets/detail/7635/What-will-Joe-Biden's-538-job-approval-rating-be-for-Dec-15,1.2,1.11,7.89,7.8,9,8,0.111,0.001,0.11,3.05311331771918e-16,2021-12-10 14:24:33.015374
Trump's 538 favorability for Dec. 9?,https://www.predictit.org/markets/detail/7624/What-will-Donald-Trump's-538-favorability-rating-be-for-Dec-9,1.38,1.12,6.88,6.62,8,7,0.112,0.001,0.111,0.009,2021-12-07 22:11:39.364075
Biden's 538 approval for Dec. 8?,https://www.predictit.org/markets/detail/7622/What-will-Joe-Biden's-538-job-approval-rating-be-for-Dec-8,1.27,1.11,7.89,7.729999999999999,9,8,0.111,0.001,0.11,3.05311331771918e-16,2021-12-06 14:36:14.085448
AL Republican Senate nomination winner?,https://www.predictit.org/markets/detail/7182/Who-will-win-the-2022-Alabama-Republican-Senate-nomination,1.13,1.1,1.9,1.87,3,2,0.11,0.0099999999999999,0.1,8.326672684688674e-17,2021-12-03 19:36:59.693318
Biden's RCP approval on Dec. 10?,https://www.predictit.org/markets/detail/7625/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Dec-10,1.42,1.12,7.88,7.58,9,8,0.112,0.006,0.106,0.0140000000000001,2021-12-03 18:26:41.943497
First WH Cabinet member to leave?,https://www.predictit.org/markets/detail/7520/Which-of-these-13-Cabinet-members-will-leave-first,1.44,1.14,11.86,11.56,13,12,0.114,0.003,0.111,0.0290000000000005,2021-12-01 21:37:54.799158
Biden's 538 approval for Dec. 1?,https://www.predictit.org/markets/detail/7613/What-will-Joe-Biden's-538-job-approval-rating-be-for-Dec-1,1.26,1.16,4.84,4.74,6,5,0.1159999999999999,0.001,0.1149999999999999,0.0450000000000001,2021-11-30 14:56:46.621870
Atlanta mayor runoff margin?,https://www.predictit.org/markets/detail/7602/What-will-be-the-margin-in-the-Atlanta-mayoral-runoff-election,1.25,1.11,8.89,8.75,10,9,0.1109999999999999,0.0069999999999999,0.104,0.0059999999999994,2021-11-30 12:35:03.983664
Biden's RCP approval on Dec. 3?,https://www.predictit.org/markets/detail/7615/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Dec-3,1.65,1.12,7.88,7.35,9,8,0.112,0.0069999999999999,0.105,0.015,2021-11-26 16:54:29.994922
Trump's 538 favorability for Nov. 25?,https://www.predictit.org/markets/detail/7603/What-will-Donald-Trump's-538-favorability-rating-be-for-Nov-25,1.09,1.6800000000000002,5.32,4.91,7,6,0.168,0.001,0.167,0.5129999999999997,2021-11-23 22:17:26.129199
PA Republican Senate nomination winner?,https://www.predictit.org/markets/detail/7129/Who-will-win-the-2022-Pennsylvania-Republican-Senate-nomination,1.23,1.11,6.89,6.77,8,7,0.111,0.001,0.11,3.05311331771918e-16,2021-11-23 18:07:10.974869
Iowa Democratic nominee for governor?,https://www.predictit.org/markets/detail/7440/Who-will-win-the-2022-Iowa-Democratic-gubernatorial-nomination,1.4,1.12,2.88,2.6,4,3,0.112,0.001,0.111,0.0090000000000001,2021-11-23 14:05:55.231372
Biden's RCP approval on Nov. 26?,https://www.predictit.org/markets/detail/7604/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Nov-26,1.31,1.12,7.88,7.689999999999999,9,8,0.1119999999999999,0.0069999999999999,0.105,0.0150000000000001,2021-11-20 00:03:30.375933
Biden's 538 approval for Nov. 24?,https://www.predictit.org/markets/detail/7601/What-will-Joe-Biden's-538-job-approval-rating-be-for-Nov-24,1.37,1.12,7.88,7.63,9,8,0.1119999999999999,0.005,0.1069999999999999,0.0130000000000001,2021-11-18 16:42:26.874612
Biden's RCP approval on Nov. 19?,https://www.predictit.org/markets/detail/7594/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Nov-19,1.23,1.11,4.89,4.77,6,5,0.111,0.001,0.11,3.191891195797325e-16,2021-11-17 22:35:15.420120
Biden's 538 approval for Nov. 17?,https://www.predictit.org/markets/detail/7591/What-will-Joe-Biden's-538-job-approval-rating-be-for-Nov-17,1.23,1.12,7.88,7.77,9,8,0.112,0.003,0.109,0.011,2021-11-11 18:25:36.417658
Who wins Texas governor?,https://www.predictit.org/markets/detail/7566/Who-will-win-the-2022-Texas-gubernatorial-election,1.19,1.11,3.89,3.81,5,4,0.111,0.003,0.108,0.0020000000000003,2021-11-09 18:18:08.777588
Biden's RCP approval on Nov. 12?,https://www.predictit.org/markets/detail/7581/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Nov-12,1.93,1.2,7.8,7.07,9,8,0.12,0.006,0.114,0.0860000000000001,2021-11-05 15:56:14.290314
Next African leader out?,https://www.predictit.org/markets/detail/7117/Which-of-these-10-African-leaders-will-leave-office-next,1.4200000000000002,1.11,6.89,6.58,8,7,0.111,0.001,0.11,3.05311331771918e-16,2021-11-05 12:21:24.709690
Biden's 538 approval for Nov. 10?,https://www.predictit.org/markets/detail/7579/What-will-Joe-Biden's-538-job-approval-rating-be-for-Nov-10,1.2,1.11,7.890000000000001,7.8,9,8,0.1109999999999999,0.006,0.1049999999999999,0.0049999999999994,2021-11-05 03:56:12.807026
Atlanta mayoral election winner?,https://www.predictit.org/markets/detail/7275/Who-will-be-elected-Atlanta-mayor-in-2021,1.17,1.13,1.87,1.83,3,2,0.113,0.002,0.111,0.0190000000000001,2021-11-03 14:46:45.800055
Which party will win the GA Senate race?,https://www.predictit.org/markets/detail/7107/Which-party-will-win-the-2022-US-Senate-election-in-Georgia,1.14,1.09,0.91,0.8600000000000001,2,1,0.109,0.045,0.064,0.0259999999999999,2021-11-03 05:13:03.688911
House Yeas for infrastructure by 11/19?,https://www.predictit.org/markets/detail/7572/How-many-Yea-votes-in-the-House-for-a-bipartisan-infrastructure-bill-by-Nov-19,2.04,1.15,8.85,7.96,10,9,0.115,0.004,0.111,0.0390000000000003,2021-11-02 21:29:43.651418
Which party will win VA governor's race?,https://www.predictit.org/markets/detail/7001/Which-party-will-win-the-2021-Virginia-gubernatorial-election,1.08,1.06,0.94,0.92,2,1,0.106,0.047,0.059,0.001,2021-11-02 19:19:59.091528
Who will win VA AG race?,https://www.predictit.org/markets/detail/7525/Who-will-be-elected-attorney-general-of-Virginia-in-2021,1.1,1.08,0.92,0.8999999999999999,2,1,0.108,0.04,0.0679999999999999,0.012,2021-11-02 16:28:31.391857
Who will win VA Lt. Gov. race?,https://www.predictit.org/markets/detail/7506/Who-will-be-elected-lieutenant-governor-of-Virginia-in-2021,1.1,1.0699999999999998,0.93,0.9,2,1,0.107,0.047,0.06,0.0099999999999999,2021-11-02 03:01:11.258664
GOP VA Statewide wins in 2021?,https://www.predictit.org/markets/detail/7571/How-many-Virginia-statewide-races-will-Republicans-win-in-2021,1.87,1.12,2.88,2.13,4,3,0.112,0.005,0.107,0.013,2021-11-01 16:13:16.845559
Who will win PA Supreme Court race?,https://www.predictit.org/markets/detail/7565/Who-will-be-elected-justice-of-the-Supreme-Court-of-Pennsylvania-in-2021,1.12,1.08,0.92,0.88,2,1,0.108,0.031,0.077,0.003,2021-11-01 09:17:11.178940
Buffalo mayoral election winner?,"https://www.predictit.org/markets/detail/7395/Who-will-be-elected-Buffalo,-NY-mayor-in-2021",1.13,1.09,0.91,0.87,2,1,0.1089999999999999,0.037,0.0719999999999999,0.0179999999999999,2021-10-31 16:11:00.654487
House Yeas for reconciliation by 11/19?,https://www.predictit.org/markets/detail/7538/How-many-Yea-votes-in-the-House-by-Nov-19-to-pass-reconciliation,1.56,1.12,5.88,5.44,7,6,0.112,0.002,0.11,0.01,2021-10-30 20:50:40.471684
Next Fed vice chair of Supervision?,https://www.predictit.org/markets/detail/7564/Who-will-the-Senate-next-confirm-as-Federal-Reserve-vice-chair-of-Supervision,1.64,1.14,7.86,7.36,9,8,0.1139999999999999,0.001,0.1129999999999999,0.0269999999999996,2021-10-30 18:51:24.059678
Which party will win MI governor's race?,https://www.predictit.org/markets/detail/7377/Which-party-will-win-the-2022-Michigan-gubernatorial-election,1.09,1.06,0.94,0.91,2,1,0.106,0.05,0.056,0.004,2021-10-30 11:42:30.862680
Who wins Gloucester Co. in NJ gov. race?,https://www.predictit.org/markets/detail/7522/Who-will-win-Gloucester-County-in-the-2021-New-Jersey-gubernatorial-election,1.22,1.1,0.9,0.78,2,1,0.11,0.045,0.065,0.0349999999999999,2021-10-29 23:20:58.879989
Biden's RCP approval on Nov. 5?,https://www.predictit.org/markets/detail/7570/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Nov-5,1.33,1.13,7.87,7.67,9,8,0.113,0.0079999999999999,0.105,0.0249999999999998,2021-10-29 19:17:19.983274
Biden's 538 approval for Nov. 3?,https://www.predictit.org/markets/detail/7568/What-will-Joe-Biden's-538-job-approval-rating-be-for-Nov-3,1.3,1.12,7.88,7.7,9,8,0.112,0.002,0.11,0.0100000000000001,2021-10-29 17:44:43.205838
Dem nominee for FL-20 special?,https://www.predictit.org/markets/detail/7465/Who-will-win-the-Democratic-nomination-for-the-FL-20-special-election,1.49,1.12,4.88,4.51,6,5,0.112,0.001,0.111,0.0090000000000001,2021-10-28 23:14:38.896718
New Jersey gubernatorial margin?,https://www.predictit.org/markets/detail/7563/What-will-be-the-margin-in-the-New-Jersey-gubernatorial-election,1.26,1.11,8.89,8.74,10,9,0.111,0.002,0.109,0.0009999999999994,2021-10-28 22:36:13.668516
VA Gov 538 leader on Nov. 1?,https://www.predictit.org/markets/detail/7562/Who-will-lead-in-McAuliffe-vs-Youngkin-538-polling-for-Nov-1,1.81,1.11,8.89,8.19,10,9,0.111,0.002,0.109,0.0009999999999994,2021-10-28 22:03:52.292513
Turnout in Virginia Gov election?,https://www.predictit.org/markets/detail/7561/How-many-votes-in-the-Virginia-gubernatorial-election,1.3199999999999998,1.11,8.89,8.68,10,9,0.111,0.002,0.109,0.0009999999999994,2021-10-28 03:48:10.179270
VA mail & early votes by Nov. 2?,https://www.predictit.org/markets/detail/7558/How-many-mail-in-and-early-votes-reported-in-Virginia-at-10-am-on-Nov-2,1.29,1.12,3.88,3.71,5,4,0.112,0.001,0.111,0.009,2021-10-26 13:25:11.530094
Biden's RCP approval at 11 a.m. Oct. 29?,https://www.predictit.org/markets/detail/7557/What-will-Joe-Biden's-RCP-job-approval-rating-be-at-11-am-on-Oct-29,1.24,1.11,7.89,7.76,9,8,0.111,0.0099999999999999,0.101,0.0090000000000003,2021-10-22 22:29:13.089639
Virginia gubernatorial election margin?,https://www.predictit.org/markets/detail/7555/What-will-be-the-margin-in-the-Virginia-gubernatorial-election,1.39,1.11,8.89,8.61,10,9,0.1109999999999999,0.0069999999999999,0.104,0.0059999999999994,2021-10-22 20:38:38.376134
Virginia Election results vs. the polls?,https://www.predictit.org/markets/detail/7545/How-closely-will-the-Virginia-Governor-election-results-match-the-polls,1.26,1.11,8.89,8.74,10,9,0.1109999999999999,0.0079999999999999,0.103,0.0069999999999994,2021-10-22 15:00:16.475645
Arizona GOP gubernatorial nominee?,https://www.predictit.org/markets/detail/7550/Who-will-win-the-2022-Arizona-Republican-gubernatorial-nomination,1.49,1.13,3.87,3.51,5,4,0.1129999999999999,0.001,0.1119999999999999,0.0179999999999999,2021-10-21 23:48:53.471031
Biden's 538 approval for Oct. 27?,https://www.predictit.org/markets/detail/7553/What-will-Joe-Biden's-538-job-approval-rating-be-for-Oct-27,1.24,1.11,7.89,7.76,9,8,0.111,0.006,0.105,0.0050000000000003,2021-10-21 18:39:54.110755
Who wins Virginia Beach in VA gov race?,https://www.predictit.org/markets/detail/7499/Who-will-win-Virginia-Beach-in-the-2021-Virginia-gubernatorial-election,1.14,1.06,0.94,0.86,2,1,0.106,0.05,0.056,0.004,2021-10-21 07:13:24.032773
VA mail & early votes by Oct. 25?,https://www.predictit.org/markets/detail/7546/How-many-mail-in-and-early-votes-reported-in-Virginia-at-10-am-on-Oct-25,2.03,1.11,8.89,7.97,10,9,0.111,0.003,0.108,0.0019999999999994,2021-10-20 00:33:01.378701
VA mail & early votes by Oct. 26?,https://www.predictit.org/markets/detail/7546/How-many-mail-in-and-early-votes-reported-in-Virginia-at-10-am-on-Oct-26,2.55,1.12,8.879999999999999,7.45,10,9,0.112,0.001,0.111,0.0090000000000009,2021-10-19 22:43:32.622336
Biden's RCP approval at 11 a.m. Oct. 22?,https://www.predictit.org/markets/detail/7539/What-will-Joe-Biden's-RCP-job-approval-rating-be-at-11-am-on-Oct-22,1.28,1.11,7.890000000000001,7.72,9,8,0.1109999999999999,0.0079999999999999,0.103,0.0069999999999994,2021-10-19 21:41:07.193525
VA Gov 538 leader on 10/25?,https://www.predictit.org/markets/detail/7541/Who-will-lead-in-McAuliffe-vs-Youngkin-538-polling-for-Oct-25,1.34,1.11,8.89,8.66,10,9,0.111,0.005,0.106,0.0039999999999994,2021-10-19 02:50:00.547668
Biden's 538 approval for Oct. 20?,https://www.predictit.org/markets/detail/7536/What-will-Joe-Biden's-538-job-approval-rating-be-for-Oct-20,1.32,1.12,7.88,7.68,9,8,0.112,0.0079999999999999,0.104,0.016,2021-10-14 16:32:00.412058
VA Dem House seats in 2021 election?,https://www.predictit.org/markets/detail/7349/How-many-VA-House-seats-will-Democrats-win-in-the-2021-election,1.22,1.11,7.89,7.78,9,8,0.111,0.001,0.11,3.191891195797325e-16,2021-10-14 06:20:44.446315
Which party will win PA governor's race?,https://www.predictit.org/markets/detail/7380/Which-party-will-win-the-2022-Pennsylvania-gubernatorial-election,1.12,1.08,0.92,0.88,2,1,0.108,0.051,0.057,0.023,2021-10-09 05:53:21.951813
Biden's RCP approval at 11 a.m. Oct. 15?,https://www.predictit.org/markets/detail/7526/What-will-Joe-Biden's-RCP-job-approval-rating-be-at-11-am-on-Oct-15,1.45,1.13,7.87,7.55,9,8,0.113,0.004,0.109,0.0209999999999998,2021-10-08 16:13:27.938478
House Yeas for infrastructure by Nov. 1?,https://www.predictit.org/markets/detail/7513/How-many-Yea-votes-in-the-House-for-a-bipartisan-infrastructure-bill-by-Nov-1,1.73,1.1900000000000002,8.81,8.27,10,9,0.119,0.005,0.114,0.0759999999999994,2021-10-07 23:34:15.103148
Biden's 538 approval for Oct. 13?,https://www.predictit.org/markets/detail/7523/What-will-Joe-Biden's-538-job-approval-rating-be-for-Oct-13,1.6700000000000002,1.11,7.89,7.33,9,8,0.111,0.003,0.108,0.0020000000000002,2021-10-07 15:45:28.052751
Who wins Chesapeake in VA gov. race?,https://www.predictit.org/markets/detail/7516/Who-will-win-the-City-of-Chesapeake-in-the-2021-Virginia-gubernatorial-election,1.63,1.1,0.8999999999999999,0.37,2,1,0.11,0.016,0.094,0.006,2021-10-04 15:26:20.104491
Biden's RCP approval at 11 a.m. Oct. 8?,https://www.predictit.org/markets/detail/7514/What-will-Joe-Biden's-RCP-job-approval-rating-be-at-11-am-on-Oct-8,1.96,1.14,7.859999999999999,7.04,9,8,0.114,0.003,0.111,0.0290000000000005,2021-10-01 18:16:21.751476
House Yeas for reconciliation by 10/15?,https://www.predictit.org/markets/detail/7473/How-many-Yea-votes-in-the-House-by-Oct-15-to-pass-reconciliation,1.27,1.11,5.89,5.73,7,6,0.111,0.002,0.109,0.0010000000000002,2021-10-01 15:31:42.192240
Biden's RCP approval at midday Oct. 1?,https://www.predictit.org/markets/detail/7500/What-will-Joe-Biden's-RCP-job-approval-rating-be-at-midday-Oct-1,1.54,1.15,2.85,2.46,4,3,0.115,0.001,0.114,0.0359999999999998,2021-09-30 16:03:25.374177
Biden's 538 approval for Oct. 6?,https://www.predictit.org/markets/detail/7508/What-will-Joe-Biden's-538-job-approval-rating-be-for-Oct-6,1.21,1.12,7.88,7.79,9,8,0.112,0.003,0.109,0.0110000000000001,2021-09-30 05:21:53.319699
France presidential winner in 2022?,https://www.predictit.org/markets/detail/7360/Who-will-be-elected-president-of-France-in-2022,1.27,1.11,7.89,7.729999999999999,9,8,0.111,0.001,0.11,2.914335439641036e-16,2021-09-29 02:14:54.959627
House Yeas for infrastructure by Oct. 1?,https://www.predictit.org/markets/detail/7459/How-many-Yea-votes-in-the-House-for-a-bipartisan-infrastructure-bill-by-Oct-1,1.31,1.12,8.879999999999999,8.69,10,9,0.112,0.001,0.111,0.0090000000000009,2021-09-29 00:44:28.243433
Which party will win AZ governor's race?,https://www.predictit.org/markets/detail/7383/Which-party-will-win-the-2022-Arizona-gubernatorial-election,1.2200000000000002,1.08,0.92,0.78,2,1,0.108,0.043,0.065,0.015,2021-09-28 23:48:11.771136
Spending in reconciliation package?,https://www.predictit.org/markets/detail/7291/How-much-spending-in-the-reconciliation-package,1.27,1.12,8.88,8.73,10,9,0.112,0.002,0.11,0.0099999999999992,2021-09-28 00:20:12.382924
Who wins Monmouth Co. in NJ gov. race?,https://www.predictit.org/markets/detail/7501/Who-will-win-Monmouth-County-in-the-2021-New-Jersey-gubernatorial-election,1.26,1.1,0.8999999999999999,0.74,2,1,0.11,0.016,0.094,0.006,2021-09-27 18:06:06.391073
CDU/CSU seats in German election?,https://www.predictit.org/markets/detail/7450/How-many-seats-will-the-CDU-CSU-win-in-Germany's-next-election,1.37,1.12,6.88,6.63,8,7,0.112,0.001,0.111,0.009,2021-09-26 23:04:02.471515
IA Republican Senate nomination winner?,https://www.predictit.org/markets/detail/7190/Who-will-win-the-2022-Iowa-Republican-Senate-nomination,1.25,1.12,3.88,3.75,5,4,0.112,0.001,0.111,0.0090000000000001,2021-09-24 09:51:00.037733
NV Republican Senate nomination winner?,https://www.predictit.org/markets/detail/7253/Who-will-win-the-2022-Nevada-Republican-Senate-nomination,1.46,1.36,4.64,4.54,6,5,0.136,0.001,0.135,0.2250000000000003,2021-09-22 17:31:06.150916
Biden's 538 approval for Sept. 28?,https://www.predictit.org/markets/detail/7496/What-will-Joe-Biden's-538-job-approval-rating-be-for-Sept-28,0.0,2.65,1.35,0.0,4,3,0.265,0.0099999999999999,0.255,1.395,2021-09-22 15:15:18.952492
Japanese prime minister on Dec. 31?,https://www.predictit.org/markets/detail/7472/Who-will-be-the-prime-minister-of-Japan-on-Dec-31,1.21,1.12,1.88,1.79,3,2,0.112,0.0089999999999999,0.103,0.0170000000000001,2021-09-22 10:16:32.654350
Green seats in German election?,https://www.predictit.org/markets/detail/7451/How-many-seats-will-the-Green-Party-win-in-Germany's-next-election,1.53,1.21,8.79,8.47,10,9,0.121,0.001,0.12,0.0900000000000008,2021-09-21 11:11:05.785206
AZ Republican Senate nomination winner?,https://www.predictit.org/markets/detail/7229/Who-will-win-the-2022-Arizona-Republican-Senate-nomination,1.25,1.14,5.859999999999999,5.75,7,6,0.114,0.001,0.113,0.0270000000000005,2021-09-21 02:43:41.680605
WI Republican Senate nomination winner?,https://www.predictit.org/markets/detail/7194/Who-will-win-the-2022-Wisconsin-Republican-Senate-nomination,1.35,1.15,2.85,2.65,4,3,0.115,0.001,0.114,0.0359999999999998,2021-09-19 03:18:31.624831
Biden's RCP approval for Sept. 22?,https://www.predictit.org/markets/detail/7491/What-will-Joe-Biden's-RCP-job-approval-rating-be-for-Sept-22,1.67,1.11,7.89,7.33,9,8,0.111,0.006,0.105,0.0050000000000003,2021-09-16 16:28:50.640819
Next German coalition?,https://www.predictit.org/markets/detail/7464/Which-parties-will-be-in-the-next-German-coalition,1.41,1.12,6.88,6.59,8,7,0.112,0.001,0.111,0.0090000000000001,2021-09-16 13:47:28.439046
Tory seats in Canadian election?,https://www.predictit.org/markets/detail/7479/How-many-seats-will-the-Conservatives-win-in-Canada's-next-election,1.59,1.13,8.870000000000001,8.41,10,9,0.1129999999999999,0.005,0.1079999999999999,0.021999999999999,2021-09-15 23:45:20.363990
Biden's 538 approval for Sept. 21?,https://www.predictit.org/markets/detail/7488/What-will-Joe-Biden's-538-job-approval-rating-be-for-Sept-21,2.06,1.12,7.88,6.94,9,8,0.1119999999999999,0.0069999999999999,0.105,0.0150000000000001,2021-09-15 15:41:29.602819
Turnout in California Recall?,https://www.predictit.org/markets/detail/7486/How-many-votes-in-the-California-recall-election,2.1100000000000003,1.19,5.8100000000000005,4.89,7,6,0.119,0.0099999999999999,0.109,0.0809999999999995,2021-09-15 03:19:56.051644
Votes for Estudillo to US Dist. Court?,https://www.predictit.org/markets/detail/7455/How-many-votes-to-confirm-David-Estudillo-to-the-Western-Dist-of-WA-by-Oct-1,1.32,1.12,1.88,1.68,3,2,0.112,0.002,0.11,0.01,2021-09-14 18:28:56.800991
Philippines presidential winner in 2022?,https://www.predictit.org/markets/detail/7392/Who-will-be-elected-president-of-the-Philippines-in-2022,1.26,1.12,7.88,7.74,9,8,0.112,0.002,0.11,0.0100000000000001,2021-09-14 01:35:01.223422
Conservative seats in Norway election?,https://www.predictit.org/markets/detail/7426/How-many-seats-will-the-Conservatives-win-in-Norway's-next-election,1.64,1.1,0.9,0.36,2,1,0.11,0.055,0.055,0.0449999999999999,2021-09-13 19:04:16.448566
SPD seats in the German election?,https://www.predictit.org/markets/detail/7477/How-many-seats-will-the-Social-Democratic-Party-win-in-Germany's-next-election,2.04,1.12,8.879999999999999,7.96,10,9,0.112,0.005,0.107,0.0130000000000009,2021-09-12 00:53:43.079925
How close will the Newsom vote be?,https://www.predictit.org/markets/detail/7469/What-will-be-the-margin-in-the-California-gubernatorial-recall-election,1.32,1.11,8.89,8.68,10,9,0.111,0.003,0.108,0.0019999999999994,2021-09-09 18:33:41.612873
Biden's RCP approval for Sept. 15?,https://www.predictit.org/markets/detail/7481/What-will-Joe-Biden's-RCP-job-approval-rating-be-for-Sept-15,1.47,1.15,7.85,7.53,9,8,0.115,0.006,0.109,0.0410000000000003,2021-09-09 16:58:02.869839
Biden's 538 approval for Sept. 14?,https://www.predictit.org/markets/detail/7478/What-will-Joe-Biden's-538-job-approval-rating-be-for-Sept-14,1.21,1.11,7.89,7.79,9,8,0.111,0.0079999999999999,0.103,0.0070000000000003,2021-09-08 22:33:07.193898
Biden's RCP approval for Sept. 8?,https://www.predictit.org/markets/detail/7470/What-will-Joe-Biden's-RCP-job-approval-rating-be-for-Sept-8,1.2,1.11,7.89,7.8,9,8,0.111,0.003,0.108,0.0020000000000002,2021-09-07 22:55:17.347020
Boston mayoral election winner?,https://www.predictit.org/markets/detail/7068/Who-will-be-elected-mayor-of-Boston-in-2021,1.19,1.11,2.89,2.81,4,3,0.111,0.005,0.106,0.0040000000000003,2021-08-28 23:40:02.925674
Biden's RCP approval for Sept. 1?,https://www.predictit.org/markets/detail/7460/What-will-Joe-Biden's-RCP-job-approval-rating-be-for-Sept-1,1.23,1.11,7.89,7.77,9,8,0.111,0.006,0.105,0.0050000000000003,2021-08-28 17:26:02.012890
Biden's 538 approval for Aug. 31?,https://www.predictit.org/markets/detail/7457/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-31,1.64,1.17,7.83,7.36,9,8,0.117,0.006,0.111,0.0589999999999999,2021-08-25 15:28:02.394565
House Yeas to begin reconciliation?,https://www.predictit.org/markets/detail/7437/How-many-Yea-votes-in-the-House-by-Sept-3-to-begin-reconciliation,1.43,1.12,8.879999999999999,8.57,10,9,0.112,0.002,0.11,0.0100000000000009,2021-08-23 16:58:02.700807
